[2026-06-07T02:17:48.403Z] GET https://www.basketball-reference.com/teams/SAS/2026.html → pending (?ms, ?B)
[2026-06-07T02:18:00.734Z] POST https://trc.taboola.com/espnnetwork-espn/trc/3/json?tvi48=28907&tvi50=30819&route=TY%3ATY%3AV&data=%7B%22sd%22%3A%22v2_2fa71d9e273704cdb260075ada07af38_f0100220-852a-412b-88a3-f1a27398fd2e-tuct111e5a58_1780798680_1780798680_CNawjgYQwqhJGPza_f7pMyABKAEwMDjK_QdA9qAQSNru1gNQ4cIJWABgAGjc6tGZ9I2O2UJwAYABAIgBAJABAA%22%2C%22ui%22%3A%22f0100220-852a-412b-88a3-f1a27398fd2e-tuct111e5a58%22%2C%22uifp%22%3A%22f0100220-852a-412b-88a3-f1a27398fd2e-tuct111e5a58%22%2C%22id%22%3A%2269873%22%2C%22ii%22%3A%22%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%22%2C%22it%22%3A%22other%22%2C%22vi%22%3A1780798680444%2C%22cv%22%3A%2220260604-9-RELEASE%22%2C%22uiv%22%3A%22default%22%2C%22u%22%3A%22https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%22%2C%22qs%22%3A%22%22%2C%22bv%22%3A%220%22%2C%22btv%22%3A%220%22%2C%22ul%22%3A%5B%22en-US%22%5D%2C%22cos%22%3A%224g%22%2C%22bu%22%3A%22https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%22%2C%22vpi%22%3A%22%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%22%2C%22bad%22%3A-1%2C%22sw%22%3A1280%2C%22sh%22%3A720%2C%22bw%22%3A1280%2C%22bh%22%3A720%2C%22dw%22%3A1280%2C%22dh%22%3A3379%2C%22sde%22%3A%221.000%22%2C%22lt%22%3A%22default-trecs-3288-fix-served-sizes-reporting-on-explore-more-display-items_ctrl%22%2C%22nsid%22%3A%22espn-network%22%2C%22r%22%3A%5B%7B%22li%22%3A%22rbox-o2m%22%2C%22uip%22%3A%22below%20content%20-%20dead%20end%20-%20nba%22%2C%22orig_uip%22%3A%22below%20content%20-%20dead%20end%20-%20nba%22%2C%22s%22%3A3%2C%22uim%22%3A%22thumbnails-a%3Apub%3Despn-network%3Aabp%3D0%22%2C%22cd%22%3A2012.19%2C%22mw%22%3A1220%2C%22fb%22%3A%222%22%2C%22fi%22%3A3%2C%22fti%22%3A%22delta-override%3A10778002%3APUBLISHED%22%7D%5D%2C%22pev%22%3A%2231150%22%2C%22plf%22%3A%7B%22stop_tslt%22%3Atrue%7D%2C%22uad%22%3A%7B%22mobile%22%3Afalse%2C%22model%22%3A%22%22%2C%22platform%22%3A%22macOS%22%2C%22platformVersion%22%3A%2226.5.1%22%2C%22uaFullVersion%22%3A%22145.0.7632.6%22%7D%2C%22cacheKey%22%3A%22other%3D%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%2Cbelow%20content%20-%20dead%20end%20-%20nba%3Dthumbnails-a%3Apub%3Despn-network%3Aabp%3D0%22%2C%22_cn%22%3A%22tions_2%22%2C%22lbt%22%3A1780584001285%2C%22wc%22%3Atrue%7D&llvl=2&tim=10%3A18%3A00.734&lti=default-trecs-3288-fix-served-sizes-reporting-on-explore-more-display-items_ctrl&pubit=n&t=1 → 200 (266ms, 7586B)
[2026-06-07T02:18:00.854Z] POST https://sp.auth.adobe.com/o/client/register → 201 (813ms, 310B)
[2026-06-07T02:18:01.297Z] POST https://ty-trc-events.taboola.com/espnnetwork-espn/log/3/social?lti=default-trecs-3288-fix-served-sizes-reporting-on-explore-more-display-items_ctrl&ri=0e3330874c5c629e6dd65fbd85a2b637&sd=v2_2fa71d9e273704cdb260075ada07af38_f0100220-852a-412b-88a3-f1a27398fd2e-tuct111e5a58_1780798680_1780798680_CNawjgYQwqhJGPza_f7pMyABKAEwMDjK_QdA9qAQSNru1gNQ4cIJWABgAGjc6tGZ9I2O2UJwAYABAIgBAJABAA&ui=f0100220-852a-412b-88a3-f1a27398fd2e-tuct111e5a58&pi=%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&wi=7174992810494690378&pt=other&vi=1780798680444&st=social-available&d=%7B%22data%22%3A%5B%7B%22i%22%3A%22ctx%22%2C%22ism%22%3Afalse%2C%22srx%22%3A1280%2C%22sry%22%3A720%2C%22pd%22%3Anull%2C%22tpl%22%3A%22%22%2C%22url%22%3A%22https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%22%2C%22rref%22%3A%22%22%2C%22sref%22%3A%22%22%2C%22hdl%22%3A%22San%20Antonio%20Spurs%202025-26%20NBA%20Postseason%20Stats%20-%20ESPN%22%2C%22sec%22%3A%22nba%22%2C%22aut%22%3A%5B%5D%2C%22img%22%3A%22https%3A%2F%2Fa.espncdn.com%2Fcombiner%2Fi%3Fimg%3D%2Fi%2Fteamlogos%2Fnba%2F500%2Fsa.png%22%2C%22v%22%3A15%2C%22pw%22%3Afalse%7D%5D%7D → 204 (211ms, ?B)
[2026-06-07T02:18:01.512Z] GET https://www.google.com/recaptcha/enterprise/webworker.js?hl=en&v=ne1iDVwClkE7nKD3uA9Vqsvl → 200 (97ms, 102B)
[2026-06-07T02:18:01.517Z] GET https://www.gstatic.com/recaptcha/api2/logo_48.png → 200 (51ms, 2228B)
[2026-06-07T02:18:01.517Z] GET https://fonts.gstatic.com/s/roboto/v48/KFO7CnqEu92Fr1ME7kSn66aGLdTylUAMa3yUBHMdazQ.woff2 → 200 (92ms, 34668B)
[2026-06-07T02:18:01.610Z] GET https://www.gstatic.com/recaptcha/releases/ne1iDVwClkE7nKD3uA9Vqsvl/recaptcha__en.js → 200 (41ms, 894957B)
[2026-06-07T02:18:01.668Z] POST https://sp.auth.adobe.com/o/client/token → pending (?ms, ?B)
[2026-06-07T02:18:01.733Z] GET https://cdn.taboola.com/libtrc/static/thumbnails/f539211219b796ffbb49949997c764f0.png → 200 (191ms, 254B)
[2026-06-07T02:18:01.738Z] POST https://trc.taboola.com/espnnetwork-espn/log/3/bulk?route=TY%3ATY%3AV&lti=default-trecs-3288-fix-served-sizes-reporting-on-explore-more-display-items_ctrl&tvi48=28907&tvi50=30819&cv=20260604-9-RELEASE&bulkSize=3 → 204 (383ms, ?B)
[2026-06-07T02:18:02.114Z] GET https://sp.auth.adobe.com/adobe-services/config/ESPN → pending (?ms, ?B)
[2026-06-07T02:18:02.420Z] GET https://gum.criteo.com/sync?s=1&c=72&r=2&j=TRC.getRTUS → 200 (141ms, 136B)
[2026-06-07T02:18:02.773Z] GET https://dcf.espn.com/TWDC-DTCI/prod/serverComponent.php?namespace=Bootstrapper&staticJsPath=/TWDC-DTCI/prod/code/&ClientID=2750&PageID=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%3Fcds%3Dn%26country%3Dcn%26region%3Dunknown%26gpc%3Dxx%26shouldFire%3Dy%26nAsyncNgeo%3Dn%26portal%3Dsports%26site%3Despn%26siteRegion%3D%26realHost%3Dwww.espn.com%26kpTlium%3Dn%26eventStep%3Dnon-ecom&custDomain=dcf.espn.com → 200 (539ms, 1244B)
[2026-06-07T02:18:03.086Z] GET https://www.googletagservices.com/tag/js/gpt.js?network-code=21783347309 → 200 (163ms, 112772B)
[2026-06-07T02:18:03.086Z] GET https://secure.espncdn.com/prod/scripts/prebid8.26.0.js → 200 (357ms, 340582B)
[2026-06-07T02:18:03.264Z] GET https://securepubads.g.doubleclick.net/pagead/managed/js/gpt/m202606020101/pubads_impl.js?cb=31098954 → 200 (160ms, 615842B)
[2026-06-07T02:18:03.266Z] GET https://securepubads.g.doubleclick.net/pagead/managed/dict/m202606040101/gpt → 200 (149ms, 64902B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/af7ee5626c21da6c1657c4e60d439f3a.js?conditionId0=4958322 → 200 (147ms, 163356B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/180c898d38bbecdb99928e5c3de8f957.js?conditionId0=4956281 → 200 (154ms, 460603B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/470fe3f257ba2b027af1f8f93cc9b7b0.js?conditionId0=4872138 → 200 (87ms, 11213B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/be63887d6787664f1642b46ddff33cd2.js?conditionId0=4905158 → 200 (80ms, 10448B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/98b259aabe7f900db4b0febb129ef3b8.js?conditionId0=4884623 → 200 (86ms, 527B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/6017163b9f256b1e7b756a2a3ece8e17.js?conditionId0=4905158 → 200 (85ms, 1941B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/1d862b4a3b308eadcaea9760fc12172a.js?conditionId0=4958322 → 200 (88ms, 16393B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/b09d9ba996da0be696938685746e77eb.js?conditionId0=4956281 → 200 (154ms, 1769B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/d2d30fa54de287bb14a60179ecd6825f.js?conditionId0=4872138 → 200 (154ms, 9725B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/046b6b803e16c78a2d2beaddb46a1708.js?conditionId0=4871166 → 200 (85ms, 2844B)
[2026-06-07T02:18:03.314Z] GET https://dcf.espn.com/TWDC-DTCI/prod/code/4b9e17bb02fac4afac0692b5296ed87e.js?conditionId0=4871166 → 200 (86ms, 2285B)
[2026-06-07T02:18:03.400Z] GET https://static.chartbeat.com/js/chartbeat_video.js → 200 (234ms, 74182B)
[2026-06-07T02:18:03.401Z] GET https://cdn.parsely.com/keys/espn.com/p.js → pending (?ms, ?B)
[2026-06-07T02:18:03.401Z] GET https://d.impactradius-event.com/A1323623-ff1f-47da-bf87-01a65620c9c91.js → 200 (301ms, 59328B)
[2026-06-07T02:18:03.402Z] GET https://secure.espn.com/js/dcf/tags/vision/latest/vision-media.js → 200 (273ms, 45821B)
[2026-06-07T02:18:03.402Z] GET https://sb.scorecardresearch.com/cs/3000005/beacon.js → pending (?ms, ?B)
[2026-06-07T02:18:03.440Z] GET https://fundingchoicesmessages.google.com/i/21783347309?ers=3 → pending (?ms, ?B)
[2026-06-07T02:18:03.460Z] GET https://fastlane.rubiconproject.com/a/api/fastlane.json?account_id=13042&site_id=92444&zone_id=435334&size_id=2&alt_size_ids=57&rf=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&tg_i.domain=espn.com&tg_i.page=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&tg_i.pbadslot=%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats&tk_flint=pbjs_lite_v8.26.0&l_pb_bid_id=2abf94ed15fd648&p_screen_res=1280x720&rp_secure=1&rp_maxbids=1&p_gpid=%2F21783347309%2Fespn.com%2Fnba%2Fteam%2Fstats&m_ch_ua=%22Not%3AA-Brand%22%7Cv%3D%2299%22%2C%22HeadlessChrome%22%7Cv%3D%22145%22%2C%22Chromium%22%7Cv%3D%22145%22&m_ch_full_ver=%22Not%3AA-Brand%22%7Cv%3D%2299%22%2C%22HeadlessChrome%22%7Cv%3D%22145%22%2C%22Chromium%22%7Cv%3D%22145%22&m_ch_mobile=%3F0&m_ch_platform=macOS&slots=1&rand=0.5123028676652961 → pending (?ms, ?B)
[2026-06-07T02:18:03.460Z] POST https://ib.adnxs.com/ut/v3/prebid → pending (?ms, ?B)
[2026-06-07T02:18:03.467Z] GET https://disney.demdex.net/id?d_visid_ver=5.5.0&d_fieldgroup=MC&d_rtbd=json&d_ver=2&d_verify=1&d_orgid=EE0201AC512D2BE80A490D4C%40AdobeOrg&d_nsid=0&d_coppa=true&ts=1780798683465 → 200 (217ms, 186B)
[2026-06-07T02:18:03.468Z] GET https://cdn-gl.imrworldwide.com/conf/P07264C85-15CD-4A80-8E56-B5BFA6D93296.js → 200 (185ms, 28756B)
[2026-06-07T02:18:03.640Z] GET https://pespn.chartbeat.net/ping?h=espn.com&p=%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&u=BgdCSLBFrErGCzLBHt&d=espn.com&g=22222&g0=nba&g1=stats&n=1&f=00001&c=0&x=0&m=0&y=3132&o=1280&w=720&j=45&R=1&W=0&I=0&E=0&e=0&r=&PA=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&b=2745&t=BcBvXPCThEZcCbRdr8BHhFjOCFeTQ-&V=151&i=San%20Antonio%20Spurs%202025-26%20NBA%20Postseason%20Stats&tz=-480&sn=1&sv=CqWmVmBNx-8uDWa1J_Znou64av-F&sr=external&sd=1&im=067b2ff3&_ → pending (?ms, ?B)
[2026-06-07T02:18:03.654Z] GET https://cdn-gl.imrworldwide.com/novms/js/2/nlsSDK600.bundle.min.js → pending (?ms, ?B)
[2026-06-07T02:18:03.684Z] GET https://sw88.espn.com/id?d_visid_ver=5.5.0&d_fieldgroup=A&mcorgid=EE0201AC512D2BE80A490D4C%40AdobeOrg&mid=25101326007792372344309697180452091661&d_coppa=true&ts=1780798683683 → pending (?ms, ?B)
[2026-06-07T02:18:03.712Z] POST https://go.web.plus.espn.com/xur/9070 → pending (?ms, ?B)
[2026-06-07T02:18:03.772Z] GET https://vision.fn-pz.com/v3/config/espn-web → pending (?ms, ?B)
[2026-06-07T02:18:03.776Z] POST https://vision.fn-pz.com/v3/event → pending (?ms, ?B)
[2026-06-07T02:18:03.776Z] POST https://vision.fn-pz.com/v3/event → pending (?ms, ?B)
[2026-06-07T02:18:03.786Z] GET https://p1.parsely.com/px/?rand=1780798683784&plid=4fbe18e4-1aab-4844-b686-674d109b64dd&idsite=espn.com&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&urlref=&screen=1280x720%7C1280x720%7C24&data=%7B%7D&sid=1&surl=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&sref=&sts=1780798683783&slts=0&title=San+Antonio+Spurs+2025-26+NBA+Postseason+Stats+-+ESPN&date=Sun+Jun+07+2026+10%3A18%3A03+GMT%2B0800+(China+Standard+Time)&action=pageview&metadata=%7B%22title%22%3A%22San+Antonio+Spurs+2025-26+NBA+Postseason+Stats+-+ESPN%22%2C%22link%22%3A%22https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs%22%2C%22page_type%22%3A%22index%22%2C%22section%22%3A%22nba%22%7D&js=1&pvid=ffca2476-c2e9-4f55-8436-99490d9271d7&u=pid%3D548a9c48-1fbf-45f2-9c64-a2e84c5ce1ea → 200 (838ms, 43B)
[2026-06-07T02:18:03.790Z] GET blob:https://www.espn.com/5762433a-415c-4cc8-b6b5-bf0dca4913ca → 200 (16ms, 192B)
[2026-06-07T02:18:03.802Z] GET https://cdn-gl.imrworldwide.com/novms/html/ls.html → 200 (53ms, 12185B)
[2026-06-07T02:18:03.849Z] GET https://sb.scorecardresearch.com/internal-cs/default/beacon.js → 200 (63ms, 21373B)
[2026-06-07T02:18:03.863Z] GET https://secure-sdk.imrworldwide.com/cgi-bin/gn?prd=session&c9=devid,&c13=asid,P07264C85-15CD-4A80-8E56-B5BFA6D93296&sessionId=sywki8poz1n75ceqmwsi8zwcfeemy1780798683&c16=sdkv,bj.6.0.0&uoo=&fp_id=bvjx3iby8ivz36wlzzvtmisuy8rbt1780798683&fp_cr_tm=1780798683802&fp_acc_tm=1780798683802&fp_emm_tm=1780798683802&ve_id=&c30=bldv,6.0.0.748&uid2=&uid2_token=&hem_sha256=&hem_sha1=&hem_md5=&hem_unknown=&sdd=&retry=0 → 200 (315ms, 44B)
[2026-06-07T02:18:03.863Z] GET https://sywki8poz1n75ceqmwsi8zwcfeemy1780798683.nuid.imrworldwide.com/ → pending (?ms, ?B)
[2026-06-07T02:18:03.913Z] GET https://sb.scorecardresearch.com/b?c1=2&c2=3000005&cs_it=b1&cv=4.13.1%2B2508250908&ns__t=1780798683912&ns_c=UTF-8&cs_cfg=1101110&c7=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&c8=San%20Antonio%20Spurs%202025-26%20NBA%20Postseason%20Stats%20-%20ESPN&c9= → 302 (284ms, ?B)
[2026-06-07T02:18:03.982Z] POST https://sw88.espn.com/b/ss/wdgespcom,wdgespge/1/JS-2.27.0/s89923133500570?AQB=1&ndh=1&pf=1&t=7%2F5%2F2026%2010%3A18%3A3%200%20-480&mid=25101326007792372344309697180452091661&aamlh=11&ce=UTF-8&ns=espn&pageName=espn%3Anba%3Ateam%3Astats&g=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&c.&accessmethod=no&ad_blocker=no&affiliate_name=not%20authenticated&adsanalyticsblocked=no&auto_start=no&betaccountlinked=no&clientsidetest=wpnx-web-espn-gamecast-in-watch%3Aenabled%3A1%2Cwpnx-espn-bbd-streamcenter-cutl%3AisEnabled%3A2%2Cwpnx-espn-bbd-sc4u-side-nav-prod%3Acontrol%3A1%2Cwpnx-bbd-espn-autoplay-v2%3Acontrol%3A1%2Cwpnx-espn-android-scores-type-ramp%3Acontrol%3A1%2Cwpnx-espn-bbd-sc4u-side-nav%3Acontrol%3A1&content_type=stats&country=us&dssid=a806a699-ca34-49e2-bf37-eeb4970e51a1%2C19bf18c0-6217-11f1-ad3a-02e9847abafc&dsdeviceid=a806a699-ca34-49e2-bf37-eeb4970e51a1&dssessionid=19bf18c0-6217-11f1-ad3a-02e9847abafc&edition=en-us&entitlements=no%20entitlements&hasfantasy=no&has_favorites=no&has_notifications=no&hidebetting=false&language=en_us&league=nba&leaguemanager=no&login_status=anonymous&orientation=desktop&page_infrastructure=fitt&page_name=espn%3Anba%3Ateam%3Astats&page_url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&paywallshown=no&privacystate=GPC%3AOptIn&section1=nba&site=espn&sport=basketball&swid=65CADD94-86DD-42C7-C200-34A22ED228D3&teamname=San%20Antonio%20Spurs&tveauthenticated=no&ssotveauthenticated=no&isptveauthenticated=no&isWholesaleUser=no&isMVPDWholesaleUser=no&videoAutoplayTilePresent=no&videoAutoplayTileCount=0&videoHeaderPresent=no&videoHeaderAutoplayPresent=no&wholesaleUserProvider=no%20provider&.c&server=espn&aamb=6G1ynYcLPuiQxYZrsz_pkqfLG9yMXBpb2zX5dvJdYQJzPXImdj0y&s=1280x720&c=24&j=1.6&v=N&k=Y&bw=1280&bh=720&mcorgid=EE0201AC512D2BE80A490D4C%40AdobeOrg&AQE=1 → 200 (89ms, 55B)
[2026-06-07T02:18:04.010Z] GET https://ep1.adtrafficquality.google/getconfig/sodar?sv=200&tid=gpt&tv=m202606020101&st=env&sjk=3667340403660364 → 200 (219ms, 17898B)
[2026-06-07T02:18:04.020Z] GET https://securepubads.g.doubleclick.net/gampad/ads?pvsid=3667340403660364&correlator=4444841871479391&hxva=1&scor=2641566118161362&eid=31098907%2C31098954&output=ldjh&gdfp_req=1&vrg=202606020101&ptt=17&impl=fifs&iu_parts=21783347309%2Cespn.com%2Cnba%2Cteam%2Cstats&enc_prev_ius=%2F0%2F1%2F2%2F3%2F4%2C%2F0%2F1%2F2%2F3%2F4&prev_iu_szs=1x2%2C1x1&ifi=1&didk=750974729~3977884931&dids=ad-slot-exclusions-934338~ad-slot-overlay-633902&adfs=1580171005~4272461154&sfv=1-0-45&ists=1&eri=1&sc=1&lrm=100&cookie_enabled=1&abxe=1&dt=1780798684012&lmt=1780798976&adxs=0%2C0&adys=109%2C0&biw=1280&bih=720&scr_x=0&scr_y=0&btvi=0%7C0&ucis=1%7C2&oid=2&u_his=3&u_h=720&u_w=1280&u_ah=720&u_aw=1280&u_cd=24&u_sd=1&u_tz=480&dmc=8&bc=31&nvt=1&uach=WyJtYWNPUyIsIjI2LjUuMSIsImFybSIsIiIsIjE0NS4wLjc2MzIuNiIsbnVsbCwwLG51bGwsIjY0IixbWyJOb3Q6QS1CcmFuZCIsIjk5LjAuMC4wIl0sWyJIZWFkbGVzc0Nocm9tZSIsIjE0NS4wLjc2MzIuNiJdLFsiQ2hyb21pdW0iLCIxNDUuMC43NjMyLjYiXV0sMF0.&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&vis=1&psz=1280x0%7C1280x-1&msz=1280x0%7C1280x-1&fws=0%2C512&ohw=0%2C0&dlt=1780798676529&idt=6897&ppid=65CADD94-86DD-42C7-C200-34A22ED228D3&prev_scp=pos%3Dexclusions%7CslotId%3Dad-slot-overlay-633902%26pos%3Doutofpage&cust_params=pgtyp%3Dstats%26sp%3Dnba%26ed%3Dus%26lang%3Den%26tm%3Dsa%26league%3Dnba%26darkmode%3Dfalse%26ajx_url%3Dhttps%253A%252F%252Fwww.espn.com%252Fnba%252Fteam%252Fstats%252F_%252Fname%252Fsa%252Fsan-antonio-spurs%26mnr%3Df%26swid%3D65CADD94-86DD-42C7-C200-34A22ED228D3%26d_us_privacy%3D%26hip%3Dfbd007c8098451fee9ec27d9210f016957b077d490f991bbd60c6dfa4e0149fd%26inskin_yes%3Dno%26prof%3Dxl&adks=3988422792%2C3973943195&frm=20&eoidce=1&pgls=CAk. → 200 (99ms, 9832B)
[2026-06-07T02:18:04.020Z] GET https://65942dcd30b7a061d7d1ae8885e595bf.safeframe.googlesyndication.com/safeframe/1-0-45/html/container.html → 200 (580ms, 7404B)
[2026-06-07T02:18:04.125Z] GET https://secure.espncdn.com/ad/doubleclick/hanfordCap.js → 200 (236ms, 499B)
[2026-06-07T02:18:04.125Z] GET https://www.googletagmanager.com/gtag/js?id=AW-817714641 → 200 (196ms, 430546B)
[2026-06-07T02:18:04.197Z] GET https://sb.scorecardresearch.com/b2?c1=2&c2=3000005&cs_it=b1&cv=4.13.1%2B2508250908&ns__t=1780798683912&ns_c=UTF-8&cs_cfg=1101110&c7=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&c8=San%20Antonio%20Spurs%202025-26%20NBA%20Postseason%20Stats%20-%20ESPN&c9= → 204 (284ms, ?B)
[2026-06-07T02:18:04.234Z] GET https://ep2.adtrafficquality.google/sodar/sodar2.js → 200 (192ms, 21535B)
[2026-06-07T02:18:04.362Z] GET https://securepubads.g.doubleclick.net/pcs/view?xai=AKAOjsuLJeGfPdhYzUG0B6s-nTDw-I-lh2FjNAXMInT3g6beIptl6M-lnAJUbz1J8mDCU41EmNjh7MWgDPiuVm09LT4VasCsLtz6IPw10eOciT-QSpanVJEMfPnBn4ilC5qIR0Ba1T3pFJdwHmDU4AT_L6UjuS-u0WWvGCEFSa_GtTzl6exYpqzItyGyxnzw45vMBDpY-Rx9OZp-PVyeMFo7Gd_jfpmycjd3lsPRKq8yCZ5ZGRbnFFbQOj6tc8-Eg8GlS7qOmC6q9wSaNVJ5RbQm3n_0KNlGFDBud03Ob6lRHHV3TmX5sEpgqfnlpNXGBgP0xb7PBYkKK9tF-QFLfPW_DMI78G8upcoCvcaByC1Y1WiMjXDcPiIvNLOz_-DJwZEuK63p6NMJ4kg30EqmfMbb0i5R9aUdrKaBDESXeLh3TQ&sai=AMfl-YS2-PXFajlqsKw_EboICnuhYtL4wB3smXHlSE13tkLgRQR-5sNS6NdBrmLB77Aius3d1Y-a23OPiV27dsNKq-MzrsLyMGD-LfVfPIEIn2e1CzRmWQup036NUl0Z0KDMQFFDWnfxvku_ACK4NTT7ZGUbKpUyBnfIel4f3B5dXRykTvHWB6lzHiy3GoUAdK1VsBuQbjff32nUPd-1fh5RJ9jkqsV_BkcaxQPOK-gpBihDAFo3_9TWMqjX2LSMjICr9EfCQyglOhWRwfkcI5CtLqR1MgFgXvwiKGM5rbbC9Patw25PyocDNv2xjgILqb6QR4NWZn7Qt3lE8TukveCqXkOXmbFBumuWQ8AP2czITS3ZGvr0xjykaV_r_-5Ew5dJ5ZDVaSph1voAJX5mkSbnp8LdsjRBqaoYGPLK9hFg&sig=Cg0ArKJSzEX3Ro61r1qdEAE&uach_m=%5BUACH%5D&urlfix=1&adurl=https://secure.espncdn.com/ad/blank.gif → 302 (60ms, ?B)
[2026-06-07T02:18:04.383Z] GET https://googleads.g.doubleclick.net/pagead/viewthroughconversion/817714641/?random=1780798684373&cv=11&fst=1780798684373&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be6631v9100158892za200zd9100158892xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938465~115938469~118228215~119027222&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&ref=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&rcb=18&frm=1&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1785555222.1780798684&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.5.1&uaw=0&data=event%3Dgtag.config&ept=9&rfmt=3&fmt=4 → pending (?ms, ?B)
[2026-06-07T02:18:04.383Z] POST https://www.google.com/rmkt/collect/817714641/?random=1780798684373&cv=11&fst=1780798684373&fmt=8&bg=ffffff&guid=ON&async=1&en=gtag.config&gtm=45be6631v9100158892za200zd9100158892xec&gcd=13l3l3l3l1l1&dma=0&tag_exp=0~115616985~115938465~115938469~118228215~119027222&u_w=1280&u_h=720&url=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&ref=https%3A%2F%2Fwww.espn.com%2Fnba%2Fteam%2Fstats%2F_%2Fname%2Fsa%2Fsan-antonio-spurs&rcb=18&frm=1&hn=www.googleadservices.com&npa=0&pscdl=noapi&auid=1785555222.1780798684&uaa=arm&uab=64&uafvl=Not%253AA-Brand%3B99.0.0.0%7CHeadlessChrome%3B145.0.7632.6%7CChromium%3B145.0.7632.6&uamb=0&uam=&uap=macOS&uapv=26.5.1&uaw=0&data=event%3Dgtag.config&ept=68&gcp=5 → pending (?ms, ?B)
